t: 0.000000 error_e: 0.000000 error_O2: 0.000000 error_O4: 0.000000
t: 0.050000 error_e: 0.012389 error_O2: -0.000025 error_O4: 0.000000
t: 0.100000 error_e: 0.025359 error_O2: -0.000262 error_O4: 0.000000
t: 0.150000 error_e: 0.038998 error_O2: -0.000744 error_O4: 0.000001
t: 0.200000 error_e: 0.053472 error_O2: -0.001542 error_O4: 0.000002
t: 0.250000 error_e: 0.069094 error_O2: -0.002792 error_O4: 0.000003
t: 0.300000 error_e: 0.086502 error_O2: -0.004774 error_O4: 0.000006
t: 0.350000 error_e: 0.107173 error_O2: -0.008146 error_O4: 0.000010
t: 0.400000 error_e: 0.135501 error_O2: -0.014864 error_O4: 0.000018
t: 0.450000 error_e: 0.192924 error_O2: -0.034495 error_O4: 0.000042
t: 0.500000 error_e: 3.126743 error_O2: -1.337779 error_O4: 0.001637
t: 0.550000 error_e: 0.038819 error_O2: 0.046511 error_O4: -0.000057
t: 0.600000 error_e: 0.101388 error_O2: 0.024824 error_O4: -0.000031
t: 0.650000 error_e: 0.132147 error_O2: 0.017421 error_O4: -0.000021
t: 0.700000 error_e: 0.155439 error_O2: 0.013442 error_O4: -0.000017
t: 0.750000 error_e: 0.176040 error_O2: 0.010761 error_O4: -0.000013
t: 0.800000 error_e: 0.195557 error_O2: 0.008665 error_O4: -0.000011
t: 0.850000 error_e: 0.214709 error_O2: 0.006841 error_O4: -0.000009
t: 0.900000 error_e: 0.233899 error_O2: 0.005118 error_O4: -0.000007
t: 0.950000 error_e: 0.253402 error_O2: 0.003383 error_O4: -0.000004
t: 1.000000 error_e: 0.273454 error_O2: 0.001545 error_O4: -0.000002
t: 1.050000 error_e: 0.294305 error_O2: -0.000489 error_O4: 0.000000
t: 1.100000 error_e: 0.316266 error_O2: -0.002830 error_O4: 0.000003
t: 1.150000 error_e: 0.339778 error_O2: -0.005635 error_O4: 0.000007
t: 1.200000 error_e: 0.365536 error_O2: -0.009145 error_O4: 0.000011
t: 1.250000 error_e: 0.394748 error_O2: -0.013785 error_O4: 0.000016
t: 1.300000 error_e: 0.429770 error_O2: -0.020379 error_O4: 0.000024
t: 1.350000 error_e: 0.475969 error_O2: -0.030807 error_O4: 0.000037
t: 1.400000 error_e: 0.548929 error_O2: -0.050531 error_O4: 0.000061
t: 1.450000 error_e: 0.721266 error_O2: -0.105007 error_O4: 0.000128
t: 1.500000 error_e: 4.256194 error_O2: -1.338296 error_O4: 0.001635
t: 1.550000 error_e: 0.057488 error_O2: 0.139878 error_O4: -0.000171
